"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0.690277992646433,-0.831471388667725,0.122201101374147,0.196599397603628,0.0643111229357746,0.0122781992841051,-0.00263582432571028,-0.00934074942967205,0.00117274412965415,0.00558377771275352,0.00193053897046858,-0.0124171442116712,-0.00521273898124596,0.00152500737662295,-0.00443532899781515,0.0085831779635898,-0.000711708007864248,0.00104880318153749,-0.0052748168083547,-0.00539309867344488,-0.00953685064294211,0.0075800432828362,0.00888217216467395,-0.0087882343994315,-0.00740833010895104,-0.00175324190795745,0.00405129938632652,-0.00345113963851949,0.010998025974495,0.00285165777300207,-0.00519744228716295,0.00691085422065852,-0.00271638660209285,-0.00478825050674521,-0.00667089190851408,0.00618026733316158,-0.00378401897245947,-0.00144014154370676,-0.00454167946708665,0.00603132170907521,-0.00441491565206681,0.00129999232442153,-0.00753971454644105,-0.00117632003725941,0.00777587785523765,-0.00637155463100486,0.00176386733526542,0.00678668369901217,0.00133669397345592,0.000569656660678762
0.546025270973279,0.173031689542094,0.282504191617158,0.184210804851888,0.0790592034716742,-0.114584563318497,-0.0258827753464577,0.00875655561673033,-0.0936908231829585,0.00840873018543335,-0.0700936147916829,-0.0151929810941997,-0.0393109380661447,-0.107405371486433,0.00288803528453562,-0.0339847488785218,-0.043525624839753,-0.0889566043254145,0.00292391760003755,0.0108014992601117,0.0147793511844235,0.00566407896480632,-0.0920955102440223,0.0130067413636848,-0.0338648832577412,0.0404330687651357,0.0205857661011531,0.0563760204798718,0.0500313035146715,0.0320607547689842,-0.0464984137488729,-0.0382288956975064,0.0106794531286227,0.00584928255380377,0.039397888162293,-0.00972279740921898,0.070098807110293,0.0173168286847135,0.00359771473199092,0.0570411212670049,-0.0209956359583172,0.052637115808628,-0.000970569524576683,-0.0252776389783601,0.0139229054249363,-0.0776315591981942,-0.0292722463522767,-0.0211169745371427,0.0550533183771287,0.0916621580400166
0.681702350545043,-0.838394784657971,0.121090307106262,0.20231533139603,0.065039440668763,0.00677452457800448,-0.00313938124138688,-0.00357529218064593,-0.00431333434637662,-0.000881621515822727,-0.00568357772819468,-0.000573795543944169,-0.00748243254778075,0.00415243925825874,0.00528797015293741,0.000778501244593993,-0.00271126821651398,0.0155210574159171,-0.0020124894247503,-0.0126256898720366,-0.00675889423754962,0.00151918761557272,0.00457303710029139,0.000583744688632815,-0.0101122745554333,0.00676466025427802,0.00825509931327811,0.00615501951544164,0.0025851186783755,0.000370128279036375,-0.00255281690500568,0.0053732046173791,-0.00803638934749609,-0.00622523041589899,-0.00514895162350405,0.0040877081732779,0.00506125423121272,0.000849501084624751,-0.00462515478983365,0.00495233409977452,0.00166762942719185,0.0013418952310612,0.00117376725252616,-0.00188012273441349,0.00714805384773129,-0.00696984736541196,-0.0026368146735255,-0.00141692967804705,0.00259373584015412,0.00589096818807215
0.51577842249157,0.135809248555489,0.268894868215142,0.209477532049273,0.0766126160034095,0.0136834797105558,0.0230743640280138,-0.0202581370888838,0.100460326197328,-0.103813059053684,0.0429726122144402,-0.0689512624525896,0.0211928808651612,0.065515760945635,-0.0878013922356776,0.0159497349027228,0.0580262698628657,-0.0842670584290741,-0.0762765313143847,-0.143845637840902,-0.00289904015964846,-0.0236659695753656,-0.0170273685226512,-0.0213113179738458,0.0875686236889339,-0.0685214592599473,-0.0587184562720272,-0.0794021620115062,6.3514755044555e-05,-0.0113463170142436,-0.0126435603286992,-0.0123623657715169,-0.0504322494493496,0.0377243982549475,0.0236946536588186,0.140548395070425,0.0182322476430947,-0.0635907461691416,-0.0789787696450656,-0.174845361000312,-0.0590976374230905,-0.01626522585815,0.0336404877682071,-0.111219557538131,0.0297900757423317,-0.0390018443494082,0.162518945702438,0.00751183753039606,-0.0146233088305909,0.0114859059565933
0.686584204038925,-0.834175374179589,0.121385586688551,0.206356967095695,0.0686084618148802,0.00397014295679068,-0.000806540637797226,-0.00937150812488438,-0.00406310219243395,0.00345538751010309,-0.00159886374911762,0.00262719394657804,-0.000436949752145347,-0.00607409138326901,0.00906969133226528,0.00498987465426073,0.00148024908516636,0.00422636063372151,-0.0074812585042126,-0.00424043090026078,0.00497372334427908,-0.00156337250551743,0.00162984138671924,-0.00686702083971451,-0.00865575904680041,0.00113652251972602,0.00214364539591758,-0.00248062135660058,-0.00359199865260261,-0.000552586790041415,0.000265071516950248,-0.00735325735553665,-0.00472102906841843,0.00223765976573373,-0.00482767354776004,0.00923735084212994,-0.00126093524523954,0.000542112535619685,-0.00945764514024726,-6.37118047363961e-05,0.00298316774530588,0.00158387188027332,-0.00833560094709256,0.000266042652424191,-0.00259263251837139,0.00210615553075983,-0.00543131483577335,-0.00224379692932573,0.00702384865331063,0.00734665960990977
0.668543836503556,0.0499635509145897,0.275602639614701,0.268369970185515,0.0850590755308342,0.0282396909904248,0.0155464932445117,-0.0134051978261486,0.069337774736869,-0.0362223833773807,-0.00362887012668575,0.0648203604265824,-0.00976954059646868,-0.0211687727005448,0.0132873610034213,0.0157569631331109,-0.00430865874184909,0.0534534861404071,-0.0194533072804355,0.00999219942673995,0.030630481355476,0.0299910527802776,-0.00484978207982721,0.0373673289538769,0.00334108134726547,-0.0492675548005388,-0.0154438929125096,0.0276407304862082,0.00652010716970353,-0.019849890422051,-0.057662641036941,-0.0323715976477672,0.0310298838224161,-0.0339452914117805,-0.00955507170191513,-0.0272260712234034,-0.0819646707341541,-0.00392045579081956,0.0180103229057342,0.0482734080492759,0.0568080776448678,0.0567281073611576,-0.0333974623284263,0.000230785932926646,0.0690865697569991,-0.00122543930033239,-0.0426438699987252,0.0354734112462971,-0.0444261423815401,0.0491830638436426
-1.04674264682813,-0.256194367881322,0.058394114314466,-0.171208360600462,-0.11803554232299,0.00346522436731646,0.0153671695288864,0.0074860911570145,0.00365189281717295,0.000793803242148307,0.00218486672245128,-0.0132611820316736,-0.00971977504991238,-0.0118428655824328,-0.00661781108433316,0.00765826227197123,-0.000921781206661682,-0.00111882444456841,-0.00748064232650938,-0.0138536919782949,-0.0113325730885202,-0.000178690579130078,0.00482379626545294,0.000634490458007936,0.0150641364901433,-0.00316288222299872,0.00413294069132552,-0.000570184666262034,-0.00642752743961076,0.0107028279330441,-0.00512255217927316,0.000130866687124233,0.00784291102315343,-0.00317048055840928,0.00547479100972746,-0.00354252875619292,-0.0036269570249141,0.00664059462169518,-0.00862734789254689,-0.0113095252902749,0.0124464718835257,0.0283050256317477,-0.012813418859633,0.00402665891935669,-0.012650157791309,0.00869228923859887,0.00805149303710492,0.0129494214869851,-0.0044893042378346,0.00912647401005714
-0.28364911167547,0.619689419972903,0.256539819097287,-0.0620941240585213,0.00176430121981337,0.00107833429543275,-0.0170779517548041,0.00815566225429541,-0.00177054600003185,-0.00762900441143522,-0.0151478803850391,-0.00205174297929674,0.0325711926160567,0.01922476377574,0.00149724368491651,0.0206988972820472,0.00133345636965213,0.00357319562213725,-0.00787154419320073,-0.0449117804732372,0.0211934072408407,0.0504609273005811,0.0211897093885116,0.00569787182876463,0.0257087038910503,-0.03298883887811,0.0256832024422088,-0.0199289471988937,-0.00796855429594571,-0.00479261903740124,-0.0285160940485339,0.00877516769071224,0.0112082220284807,0.00892505597601622,0.0208915608774293,-0.0238630869274556,-0.0164383716715399,-0.012211222681267,-0.00774557985715735,-0.0201000247180481,-0.0112159269930467,0.000207476502199139,0.0278930987859117,-0.0394263620845467,-0.0103185391344081,0.0385231838215711,-0.0106790517757101,0.0129979980590978,0.00508685806186221,-0.0231504239718399
0.672762051913533,0.0239548857369005,0.265564271530281,0.224144865308909,0.0872172153407182,-0.0688403122024181,-0.0142300421978105,0.0735566563246645,0.0361354587066482,0.0108904876578108,-0.108380779193737,-0.0313229571439389,-0.0345618856957249,-0.0134176313918325,0.00923628681559752,0.0768739286036192,0.0257604484173678,-0.00623815676536728,-0.0422310211367695,-0.0407143471641034,-0.0251474169549765,-0.0116774637459784,0.0279807201405117,-0.0217331098477076,0.0480987629120576,0.0150759352267653,0.0558490375996288,-0.091309334174958,0.065678646499822,-0.047197950357905,-0.0158346221320743,0.0334887733419467,0.046924500800684,0.0529000681508296,-0.0431432634227498,-0.0237532305975862,-0.0188933654263641,-0.0393347671947612,0.111321741184116,0.0422028398061418,0.0047610330552612,0.00777066949373105,-0.00933551901357024,0.0571278221025114,-0.0165145073833457,-0.053815614930415,-0.0087490801989277,0.0280761232588765,-0.00460622633887611,0.0157415505166444
-0.528162332991411,-0.243522131512057,0.160368991096503,-0.0487429743504014,-0.201334603025583,0.0980259206136231,0.202664364061033,-0.132563210010424,0.129716891268145,-0.0614617538994359,0.0692242621256072,-0.0340642363612791,0.005334979118822,0.0816340344063562,0.188748483972096,0.157343450354846,0.154022007548393,-0.175244193806156,0.198897613042225,-0.124068212465358,-0.0567569766800432,-0.176315017619391,0.00343452313747578,0.0607152742175478,0.0252839260837936,-0.156161679970738,-0.166810059940429,0.0534905136595399,0.108708341145613,-0.261088358090872,0.0539078966184466,0.190742173425201,0.00599761032513582,-0.180558606214195,0.0402894619837904,-0.145449749428915,-0.109554281046354,-0.00538118999119358,0.00974144707538787,0.0123373030706046,0.0216149617609513,-0.0827850091063675,-0.0473507203572629,0.103974768466244,-0.0813021544109625,-0.096293754233432,-0.120641387616364,0.10002400617376,0.119604840577195,-0.00536008894802462
