"CC1","CC2"
0.0635941102327071,0.0815745208331535
-0.0738853525594459,0.0203636247863233
0.0614844974117658,0.0777324228938966
-0.0660281967793109,0.0220115322318506
0.0616723527000954,0.0824813330899808
-0.0783071411263784,0.0420203892310582
0.0263978084086225,-0.108535321903527
-0.0568891304231629,-0.0250980676505249
-0.0669566759582495,0.0356867009930611
-0.0456283936551956,-0.0207430040484815
-0.044337021918136,0.0611870773772246
-0.0691099761560001,0.0187049980523841
-0.0644961533578595,0.014838138230972
0.0289992182707176,-0.105383317925506
0.0295652022089097,-0.107652788244213
0.0643455579384646,0.0781664692384849
0.063911591539409,0.0796697959129268
-0.0469365298070107,-0.0298024680945017
-0.0706782510412841,0.0190121267106694
-0.0545296426831702,-0.0297561088461953
-0.045107666048914,-0.0148390089786894
-0.077148225650614,0.0391247026821161
0.025409912098972,-0.105444577213391
-0.074270531780107,0.0289874937615406
-0.0882981602604197,0.028346785763489
-0.0394516325081371,0.0663988642259043
-0.0413736194076851,-0.03943706498526
0.0236918823030356,-0.107193897295549
-0.0696892095659137,0.00939511566270283
-0.0733882491809159,0.0369252506464671
-0.0781535302600759,0.0178887858270299
0.0622115414099914,0.0784005972709594
-0.0814822358653153,0.0295872756671937
0.0663946391795639,0.078321719600393
0.0280651135636953,-0.105407807080888
-0.0632179502435481,0.00119313284277275
-0.0769065971437048,0.0292972642313917
-0.0859205218643789,0.02868764323179
-0.0385353093617572,0.0582623983541902
0.0626305314624829,0.0825045725662783
-0.0799179651404293,0.0295697456834723
-0.0471917368701452,-0.030709391101264
-0.0774873296731942,0.0239635902987297
0.0254650209562028,-0.106861936652367
0.0270521596016276,-0.106574888284264
-0.0777012266997549,0.0374296714316802
-0.0411782421682037,0.0611201893092222
-0.041862931210691,-0.0331458611034552
-0.0415156000326827,-0.0394698683460907
-0.0342103573407695,-0.0383985932162048
-0.039187725802098,-0.0538015892061951
0.0671981602650888,0.08139621112989
0.0275206261202492,-0.104582991171842
-0.0591391431681945,-0.0213758697941942
0.0272774524705937,-0.105620384800802
-0.0673449627536909,0.0242871792416164
0.0325000728517779,-0.105542009389846
-0.0537842216409543,-0.0482052154067583
0.0279355609674248,-0.106656997379331
-0.0818140463505585,0.0312309088116373
-0.0360370965422249,0.0639356033936058
-0.0407360547389289,0.0569215314080701
-0.0372538914992622,-0.0491046361509302
0.0312098025878245,-0.107296252038253
0.0649813279216742,0.0802962177578475
-0.0819778023588874,0.035077254160037
-0.035604653623878,-0.0292996912688946
-0.0503762360807578,-0.0240543498856196
0.0610494399290527,0.0781323525161906
-0.071175440675706,0.0129078153604143
-0.0524576731578276,-0.0313505768280971
-0.0375311126235912,-0.0370143602755248
-0.0690945943359976,0.0262082570305117
0.027733131275209,-0.10709504454862
-0.0817588500469765,0.0287353636072653
-0.0353961180174255,-0.0574067976668526
-0.0648380630745826,0.00661781943361783
-0.0605373654762273,2.58213260513386e-05
0.0244313263850072,-0.106900127960896
0.0297537859965459,-0.106230601631528
-0.0376434933450315,-0.0343545309418283
-0.0706334414144646,0.0159449863405164
-0.0792454652319302,0.0238402888773537
0.0287539336208311,-0.105156112397293
-0.0699659894482177,0.0296508708016392
0.063117437231978,0.0828273144695033
0.0285915964996061,-0.106198686524248
0.0645056720568659,0.0800609022013415
0.0611409192003252,0.0826612441610141
-0.0365494677521257,0.0667728651893854
0.061757054400543,0.0779697549725704
-0.0564827328904321,-0.029181497092532
-0.0475606774418909,-0.0310148270232964
0.0639320126583716,0.0802095922016698
-0.0421296819631929,0.0613228352846487
-0.0408209719893413,-0.0239425149388995
-0.0774285739879357,0.021316728926917
-0.0513538052521787,-0.0222345512337541
-0.0395390253912803,-0.0452885861240215
-0.0753589121023556,0.0275049961618666
-0.0735180222229009,0.00462075354135396
-0.0428519359529213,0.0653661223819999
0.0305117325533339,-0.106725676294188
-0.0520928095310848,-0.0524777682546543
-0.078297725464381,0.017667935147909
-0.0771282601316199,0.0269906681017817
-0.0415947653631986,0.0655126315639961
-0.0745458132601232,0.0365692988967999
-0.0460541379478328,-0.0288812846314355
0.0282860766499042,-0.105408226373001
-0.0715290293774208,0.0358688954463875
-0.0692249042235841,0.0238797170110851
0.0649899631715048,0.0792653956188559
-0.0628140975216224,-0.0208192996482424
-0.0627705286084034,0.0239558406491523
-0.0392679357791479,0.0626852034963239
-0.0677753288383606,0.0117794319798714
-0.0716509449680622,0.0420722669761122
0.0294324530475398,-0.105890730264411
-0.0329072737487585,-0.0376041440537266
0.0613794418111277,0.0803017065393591
-0.0519731189402682,-0.0251512378329268
-0.0510932731990367,-0.0247441858015405
-0.0472738357272019,-0.0267321777666956
-0.0770625819100418,0.00522446345366335
-0.0582509311225759,-0.018257369007135
-0.0303625071364815,-0.0368806512273918
-0.0462240336713645,-0.0298608092717745
-0.0542264584005682,-0.0270464436264696
-0.0666969386479896,0.0153133686518873
-0.0581541642907974,0.0127048455943325
-0.047563797384557,-0.0397490372797518
0.0589551466177112,0.0829659462825777
-0.0726038380705433,0.00416229135535777
-0.0675968065471627,0.0387916191058226
-0.0433328334566594,-0.0227814257516182
-0.0780777406668731,0.0194423467864271
-0.0300205570199383,-0.0506397881339338
0.0251800324837244,-0.108121567376757
0.0639469206071055,0.078936982093685
0.0260233857258385,-0.106427635027069
-0.0751039743774032,0.0361074754269774
0.0618794962849533,0.080359283179549
-0.0832002503454033,0.0206806533245709
-0.0701929631792412,0.010843166813474
-0.0683134481754236,0.0326792431274162
-0.0191078060399825,-0.0357442606562163
-0.026377508331387,-0.0430374895934071
-0.0471330641334861,-0.0290777996923049
0.0262293678019431,-0.102310856338359
0.0272129596403762,-0.103684897379361
-0.0647736712688548,-0.00403137975369274
-0.0724433933883221,0.0213976748947157
-0.074710210107809,0.0285910555893489
-0.0554943311046903,-0.0299906662846021
-0.0673580555271436,0.0178438818230081
0.0292222746239955,-0.10252712722582
-0.0745177981646901,0.0150212280744266
-0.0611388062140298,-0.040836910301693
-0.070345400634614,0.0166860977077665
-0.0720999424911895,0.0138903011164558
-0.0424729254552906,-0.0205740755725741
-0.0378284538345674,-0.0547784294548362
-0.0814156358998554,0.0304860204605489
-0.0713633285480455,0.0180866432457624
-0.050210527433523,-0.0215971094695881
-0.0396110971759678,-0.0280199803569081
