"CC1","CC2"
0.0828963866618974,0.0584624974724141
0.0198362207732434,-0.0654282845831328
0.0839270781386261,0.0582920475821961
0.00326461710955862,-0.0564489321735213
0.0843290116361191,0.0573331519920007
0.0251023770530165,-0.0599703882594126
-0.0984294462360523,0.0284670611732455
-0.0345090443411421,-0.0767390875705239
0.0368380587687415,-0.0625179391730898
-0.0494022200629979,-0.0132556587771482
0.069609565213409,-0.0628150508202732
0.0144075116568906,-0.0852730518544548
0.00367192987635011,-0.0898730323254258
-0.0948267282235166,0.0386473935028685
-0.0945171531313823,0.0424102900448386
0.0819005746711797,0.0621930954933939
0.0828555989568822,0.0598027321549879
-0.0608969018761849,-0.016660451346235
0.0135295524741788,-0.0917379056776077
-0.0325645923979118,-0.0807700798367609
-0.0337256062030948,0.00557433158349123
0.0266212710377147,-0.0565880011324187
-0.0987856155018427,0.0361518919887264
0.00789651161885314,-0.061285554310146
0.0155582720792908,-0.057862514609197
0.0695190075954185,-0.0611714155058393
-0.0511438976843907,0.0173892445630405
-0.0977584348700818,0.0297951186372771
0.00377626899870019,-0.0867064711693731
0.0194358581222796,-0.0710936754397545
0.00692124861470858,-0.0600951604304149
0.0856577571012107,0.0560167523646121
0.029737490090034,-0.0766478487368825
0.0830193532083994,0.0610046196088749
-0.0963452795362073,0.0373368102567838
-0.0014070832638734,-0.0909172274807338
0.0235878961456222,-0.0705712556880118
0.0257109254398059,-0.0844775480395566
0.069725793333367,-0.0686322103935424
0.0844487592514097,0.0563605626142625
0.022676074622879,-0.0716613307874914
-0.0504581743695449,0.00998215477502965
0.00999282641311256,-0.0643389444998588
-0.0958436183488919,0.0360174723541154
-0.0954589443701692,0.0350374619395197
0.0177178967064977,-0.0656957602559176
0.0672609684211059,-0.0658792888982731
-0.0388440934795396,-0.00175975061482285
-0.0545605024606943,0.00933058252851832
-0.0528518081957043,0.0034040325833791
-0.0688696876902325,0.0202093516186885
0.0843699890159552,0.0573495679811386
-0.0961589631397719,0.0335952858266857
